job_skill,frequency
znajomość zagadnień dotyczących kadr i płac,1
wykształcenie wyższe (mile widziane kierunki ekonomiczne lub handel zagraniczny),1
minimum roczne doświadczenie w zakresie obsługi gwarancji bankowych i/lub ubezpieczeniowych oraz wiedzę z zakresu przepisów sankcyjnych,1
umiejętność budowania trwałych i pozytywnych relacji z klientem wewnętrznym i zewnętrznym Banku,1
znajomość języka angielskiego na poziomie umożliwiającym samodzielną obsługę transakcji (m.in. B2),1
umiejętność płynnej obsługi pakietu MS Office (Word,1
znajomość Regulacji Handlu Zagranicznego (URDG,1
UCP i ISP),1
umiejętność ustalania priorytetów oraz kolejności zleconych zadań oraz logicznego i analitycznego myślenia,1
umiejętność pracy na komunikatach SWIFT,1
znajomość przepisów prawa oraz standardów rynkowych w zakresie Anti- Money Laundering (AML)/ Counter-Terrorism Financing (CTF),1
wiedzę na temat przepisów sankcyjnych Unii Europejskiej,1
Stanów Zjednoczonych i Organizacji Narodów Zjednoczonych.,1
znajomość języków obcych innych niż angielski.,1
Proficient with Java and Spring Boot,1
with hands-on experience in backend development,1
Expert with PostgreSQL and architecting and building robust systems,1
Skilled with cloud technologies,1
especially AWS,1
Adept in distributed and financial systems,1
capable of anticipating and mitigating issues preemptively,1
able to manage projects end-to-end and lead people effectively,1
A strong communicator,1
capable of interfacing with other teams and domains,1
Previously led a team,1
with a track record of building positive engineering cultures,1
Strong educational background in Computer Science,1
Working proficiency and communication skills in verbal and written English,1
Familiarity with JavaScript and Node.js,1
Experience in leading a diverse team of engineers across multiple locations,1
A visionary approach to anticipating the future needs of the team and the position,1
Bardzo dobra znajomość PHP 7/8 oraz jednego z frameworków: Symfony lub Phalcon,1
Znajomość wzorców projektowych i dobrych praktyk,1
Praktyczne doświadczenie z SQL (MySQL / PostgreSQL),1
Umiejętność tworzenia i integrowania REST API,1
Dobra znajomość GIT i pracy z repozytoriami,1
Doświadczenie z Dockerem i konteneryzacją,1
Umiejętność pisania testów automatycznych (PHPUnit),1
Analityczne myślenie i umiejętność samodzielnego rozwiązywania problemów,1
Gotowość do pracy z kodem legacy i jego refaktoryzacji,1
Chęci do rozwoju i podnoszenia swoich kompetencji,1
szukanie nowych rozwiązań technologicznych oraz dzielenia się wiedzą w zespole,1
Znajomość zagadnień związanych z CI/CD,1
Doświadczenie z systemami UNIX / Linux,1
JS i jQuery (przy pracy z EasyAdmin),1
Phalcon,1
PHPUnit,1
znajomość wymagań norm ISO 9001 oraz 14065,1
doświadczenie w zakresie systemu zarządzania jakością.,1
5+ years of experience in business process improvement,1
internal/external audit,1
and/or ethics and compliance (industry or consulting),1
strong understanding of financial principles,1
ideally with an accounting qualification,1
familiarity with IFRS,1
Sarbanes-Oxley compliance,1
and PCAOB requirements,1
proven leadership skills: you're driven,1
energetic,1
and change-oriented,1
with the ability to make sound decisions while remaining flexible and disciplined,1
excellent prioritization and time management skills: you can effectively manage multiple demands and priorities in a fast-paced,1
cross-functional environment,1
experience in assessing business risk and evaluating internal control systems,1
a track record of driving improvement and building strong business partnerships,1
exceptional communication and interpersonal skills: you can effectively communicate with colleagues and stakeholders at all levels,1
resolving issues calmly and maintaining positive relationships,1
knowledge of the media and advertising industry (a plus),1
fluency in Polish and English (required),1
proficiency in Excel.,1
Ph.D/M.Sc./B.S. in Quantitative Finance/Physics/Mathematic/ Software Engineering/ Economics or related disciplines.,1
Strong understanding of financial mathematics,1
Familiarity with risk measures,1
derivative products and their pricing.,1
Solid experience in SAP ArchiveLink,1
Fiori and HDM.,1
In-depth knowledge of Document Archiving technologies,1
and infrastructure components such as OpenText and CMIS interface.,1
Broad understanding of SAP business processes across SAP modules.,1
Experience in SAP customizing,1
ABAP development,1
and transport management.,1
Strong analytical thinking and solution-oriented approach to problem solving.,1
Excellent coordination and communication skills across technical and business teams.,1
Ability to conceptualize solutions within complex IT and process architectures.,1
Comfortable working in virtual,1
distributed international teams.,1
Structured and methodical approach to requirements analysis and solution design.,1
Experience in large-scale S/4HANA transition or archiving strategy projects.,1
Knowledge of regulatory and compliance aspects in archiving.,1
Knowledge in data archiving.,1
2+ years of professional experience with Python and Django,1
Strong knowledge of Celery and Redis,1
Familiarity with RESTful APIs and web application architecture,1
Proficiency with Git and collaborative development workflows,1
Comfortable with Linux command line and basic system administration,1
Experience with AWS services (EC2,1
CodeBuild,1
Familiarity with AWS CDK (infrastructure-as-code tool),1
Understanding of CI/CD pipelines and DevOps practices,1
Kilkuletnie doświadczenie zawodowe w zarządzaniu projektami w obszarach sprzedaży lub wsparcia sprzedaży,1
Doświadczenie we współpracy z siłami sprzedaży oraz zespołami obsługi Klienta,1
Znajomość procesów biznesowych związanych z wdrażaniem i funkcjonowaniem produktów,1
Praktyczne umiejętności przygotowywania prezentacji oraz prowadzenia szkoleń,1
Doświadczenie w prowadzeniu projektów w obszarze oferty lub produktów,1
Doświadczenie we współpracy z obszarem IT,1
Doświadczenie na rynku detalicznym commodity i/lub bankowym (karty płatnicze) i/lub ubezpieczeniowym,1
Wykształcenie wyższe (informatyka),1
Minimum 3 lat doświadczenia w administracji i utrzymaniu systemów IT,1
Znajomość j. angielskiego na poziomie min B2,1
Znajomość architektury nowoczesnych systemów informatycznych,1
Znajomość systemu Linux w zastosowaniach serwerowych,1
wirtualizacji,1
konteneryzacji (KVM,1
Docker) oraz baz danych Oracle/PostgreSQL,1
umiejętność pracy w zespole i doskonałe umiejętności komunikacyjne,1
Bycie Liderem,1
a nie Managerem,1
Umiejętność szybkiego podejmowania decyzji  i pracy pod presją czasu,1
Samodzielność i gotowość do rozwiązywania problemów technicznych,1
jak i organizacyjnych,1
Umiejętność motywowania i inspirowania Zespołu,1
zarzadzania emocjami i rozwiązywania konfliktów,1
Interesujesz się marketingiem i wiesz,1
czym jest marketing automation,1
Jesteś osobą otwartą i komunikatywną,1
Wychodzisz z inicjatywą,1
chętnie dzielisz się pomysłami i je wdrażasz,1
Potrafisz pracować w zespole i dzielić się zadaniami,1
która podchodzi metodycznie do zadań,1
Możesz z nami współpracować w trybie stacjonarnym lub hybrydowym (przynajmniej 2 dni w tygodniu z biura),1
inżynierskie (preferowane z obszaru przetwórstwa tworzyw sztucznych itp.),1
Doświadczenie zawodowe w firmie produkcyjnej 1-3 lata,1
Praktyczna znajomość kluczowych narzędzi Lean Manufacturing,1
min 2-letnie doświadczenie zawodowe na podobnym stanowisku w branży FMCG,1
Umiejętność holistycznego patrzenia na biznes z wykorzystaniem danych i informacji finansowych,1
Bardzo dobra znajomość systemu finansowo-księgowego SAP (w szczególności moduł SAP FI),1
Minimum 1 rok doświadczenia na podobnym stanowisku – najlepiej w branży stolarki aluminiowej,1
Znajomość systemów profili aluminiowych (Aluprof,1
Schüco,1
Reynaers,1
Aluron),1
Wiedza z zakresu obróbki aluminium: cięcie,1
wiercenie,1
anodowanie,1
lakierowanie proszkowe,1
Umiejętność czytania i tworzenia dokumentacji technicznej  (np. AutoCAD/SolidWorks/LogiKal/Orgadata/CAD/CAM),1
Umiejętność projektowania i optymalizacji procesów produkcyjnych,1
Znajomość norm jakościowych (np. PN-EN) oraz procedur ISO,1
Znajomość języka angielskiego na poziomie umożliwiającym pracę z dokumentacją techniczną,1
Doświadczenie w pracy w fabryce okien,1
masz wykształcenie wyższe (preferowane kierunki: matematyka,1
biegle posługujesz się narzędziami: SQL i pakiet MS Office (MS Excel z Visual Basic),1
masz wiedzę i umiejętności w zakresie statystycznej analizy danych,1
potrafisz pozyskiwać i analizować dane z różnych źródeł (bazy danych,1
zewnętrzne źródła),1
umiesz formułować i prezentować wnioski,1
pracujesz zespołowo,1
Fluency in German language (C1 required but B2 also considered) and in English (min. B2 level required).,1
Passion for providing exceptional customer service and genuine desire to help Clients succeed in their advertising efforts.,1
Excellent written communication skills to clearly explain technical concepts and solutions to clients.,1
1-3 Years of Experience in Troubleshooting and Customer Service / Technical Support environment,1
Good understanding of HTML,1
CSS & JavaScript,1
Good understanding of Digital Marketing domain,1
Minimum 2 lata doświadczenia w marketing automation i/lub SEO,1
Znajomość Google Analytics (w tym GA4),1
Search Console i CMS-ów (WordPress,1
PrestaShop),1
Doświadczenie w prowadzeniu kampanii mailingowych i analizie ich skuteczności,1
Umiejętność tworzenia zoptymalizowanych treści SEO oraz analizy słów kluczowych,1
Praktyczne podejście do danych i ich wykorzystania w codziennej pracy marketingowej,1
Doświadczenie w e-commerce / modzie / FMCG,1
Znajomość HTML / CSS (pod kątem edycji treści SEO),1
Doświadczenie w zarządzaniu systemami CMS (Presta,1
WordPress),1
Znajomość narzędzi analitycznych (Senuto,1
Ahrefs),1
Wykształcenie wyższe – preferowane techniczne lub ekonomiczne/handlowe,1
Min. 2–5 lat doświadczenia na stanowisku KAM,1
Sales Manager,1
Account Manager,1
preferowane w branży motoryzacyjnej (aftermarket,1
OEM,1
OES),1
Doświadczenie w pracy z sieciami dystrybucji,1
warsztatami,1
flotami,1
dealerami,1
dystrybutorami części zamiennych,1
Znajomość rynku części zamiennych (aftermarket) – warunek konieczny,1
Umiejętność budowania i utrzymywania relacji z kluczowymi klientami (B2B),1
Umiejętność prowadzenia negocjacji handlowych,1
Orientacja na cele i wyniki,1
Język angielski – bardzo dobra znajomość,1
Inne języki (np. niemiecki) – mile widziane,1
Komunikatywność i nastawienie na potrzeby klienta,1
Minimum 6 miesięcy programowania w PowerShell,1
T-SQL (podstawy) ze szczególnym uwzględnieniem tworzenia bezpiecznego kodu wolnego od luk,1
Administracja systemem operacyjnym i bazą danych/rozwiązywanie problemów: Windows 2016/2019,1
MS SQL 2012/2016,1
Bardzo dobre zrozumienie możliwości zarządzania użytkownikami i najlepszych praktyk Active Directory,1
Azure Active Directory i Azure Enterprise Applications,1
Zrozumienie Azure Logic Apps,1
Doświadczenie w pracy z Azure DevOps (Pipelines),1
Azure Automation,1
Doświadczenie w zakresie cykli wydań produktów i bieżącego stosu rozwoju technologicznego (języki skryptowe,1
RestAPI itp.),1
Dobra znajomość języka angielskiego w mowie i piśmie oraz doskonałe umiejętności komunikacyjne (ustne i pisemne),1
Azure Enterprise Applications,1
Min. 5-letnie doświadczenie na stanowisku Senior Manager w obszarze wdrażania wielkoskalowego oprogramowania,1
Doświadczenie w pracy z dużymi przedsiębiorstwami,1
bankami lub firmami konsultingowymi,1
Wysoka zdolność samodzielnego działania,1
Znajomość procesu tworzenia i serwisowania systemów klasy enterprise,1
Wiedzę z zakresu chmury prywatnej i publicznej,1
Znajomość zagadnień kontraktowych w obszarze IT,1
Doświadczenie w budowaniu i rozwijaniu relacji z klientami korporacyjnymi,1
w tym: klarowna komunikacja,1
